Crop,Crop_Year,Season,State,Yield,Rainfall,Avg_ONI,ENSO_Phase,ENSO_Intensity,Rainfall_Category,Year_Weight,Avg_Yield_By_Crop,Yield_Std_By_Crop,Avg_Rainfall_By_Crop,Rainfall_Deviation,Crop_Count,Season_Code
Ginger,2010,Kharif,Meghalaya,7.162857143,1966.76,-1.24,La Nina,Strong,High,2.0,4.9988,3.7987,1360.8596,605.9,252,1
Ginger,2011,Kharif,Meghalaya,7.397142857,1899.15999999999,-0.64,La Nina,Moderate,High,2.0,4.9988,3.7987,1360.8596,538.3,252,1
Ginger,2012,Kharif,Meghalaya,7.545714286,2261.78,0.3,Neutral,Weak,High,2.0,4.9988,3.7987,1360.8596,900.92,252,1
Ginger,2013,Kharif,Meghalaya,9.559090909,1544.19,-0.26,Neutral,Weak,High,2.0,4.9988,3.7987,1360.8596,183.33,252,1
Ginger,2014,Kharif,Meghalaya,9.29,2167.88,0.24,Neutral,Weak,High,2.0,4.9988,3.7987,1360.8596,807.02,252,1
Ginger,2015,Kharif,Meghalaya,9.690909091,2671.57,1.9,El Nino,Strong,High,3.0,4.9988,3.7987,1360.8596,1310.71,252,1
Ginger,2016,Kharif,Meghalaya,9.662727273,1822.11,-0.4,La Nina,Weak,High,3.0,4.9988,3.7987,1360.8596,461.25,252,1
Ginger,2017,Kharif,Meghalaya,9.665454545,2424.46,-0.08,Neutral,Weak,High,3.0,4.9988,3.7987,1360.8596,1063.6,252,1
Ginger,2018,Kharif,Meghalaya,9.666363636,1522.23,0.36,Neutral,Weak,High,3.0,4.9988,3.7987,1360.8596,161.37,252,1
Ginger,2019,Kharif,Meghalaya,9.668181818,1922.51,0.32,Neutral,Weak,High,3.0,4.9988,3.7987,1360.8596,561.65,252,1
Gram,1997,Rabi,Meghalaya,0.613333333,242.37,0.975,El Nino,Moderate,Low,1.0,0.859,0.3188,236.6773,5.69,505,2
Gram,1998,Rabi,Meghalaya,0.61,336.93,0.25,El Nino,Weak,Low,1.0,0.859,0.3188,236.6773,100.25,505,2
Gram,1999,Rabi,Meghalaya,0.616666667,367.26,-1.5,La Nina,Strong,Low,1.0,0.859,0.3188,236.6773,130.58,505,2
Gram,2000,Rabi,Meghalaya,0.613333333,401.289999999999,-1.125,La Nina,Strong,Low,1.0,0.859,0.3188,236.6773,164.61,505,2
Gram,2001,Rabi,Meghalaya,0.583333333,358.539999999999,-0.45,La Nina,Weak,Low,1.0,0.859,0.3188,236.6773,121.86,505,2
Gram,2002,Rabi,Meghalaya,0.6,464.49,0.575,Neutral,Moderate,Low,1.0,0.859,0.3188,236.6773,227.81,505,2
Gram,2003,Rabi,Meghalaya,0.6,410.89,0.575,El Nino,Moderate,Low,1.0,0.859,0.3188,236.6773,174.21,505,2
Gram,2004,Rabi,Meghalaya,0.586666667,587.97,0.5249999999999999,Neutral,Moderate,Low,1.0,0.859,0.3188,236.6773,351.29,505,2
Gram,2005,Rabi,Meghalaya,0.6,349.469999999999,-0.05,El Nino,Weak,Low,2.0,0.859,0.3188,236.6773,112.79,505,2
Gram,2006,Rabi,Meghalaya,0.6,265.76,0.0249999999999999,La Nina,Weak,Low,2.0,0.859,0.3188,236.6773,29.08,505,2
Gram,2007,Rabi,Meghalaya,0.586666667,586.53,-0.55,La Nina,Moderate,Low,2.0,0.859,0.3188,236.6773,349.85,505,2
Gram,2008,Rabi,Meghalaya,0.616666667,342.02,-1.1,La Nina,Strong,Low,2.0,0.859,0.3188,236.6773,105.34,505,2
Gram,2009,Rabi,Meghalaya,0.59,421.68,0.35,La Nina,Weak,Low,2.0,0.859,0.3188,236.6773,185.0,505,2
Gram,2010,Rabi,Meghalaya,0.58,542.25,-0.1,El Nino,Weak,Low,2.0,0.859,0.3188,236.6773,305.57,505,2
Gram,2011,Rabi,Meghalaya,0.59,160.46,-1.05,La Nina,Strong,Low,2.0,0.859,0.3188,236.6773,-76.22,505,2
Gram,2012,Rabi,Meghalaya,0.976666667,237.85,-0.325,La Nina,Weak,Low,2.0,0.859,0.3188,236.6773,1.17,505,2
Gram,2013,Rabi,Meghalaya,1.014,254.91,-0.225,Neutral,Weak,Low,2.0,0.859,0.3188,236.6773,18.23,505,2
Gram,2014,Rabi,Meghalaya,1.042,205.59,0.225,Neutral,Weak,Low,2.0,0.859,0.3188,236.6773,-31.09,505,2
Gram,2015,Rabi,Meghalaya,1.07,337.51,1.6749999999999998,El Nino,Strong,Low,3.0,0.859,0.3188,236.6773,100.83,505,2
Gram,2016,Rabi,Meghalaya,1.078,510.18,0.95,El Nino,Moderate,Low,3.0,0.859,0.3188,236.6773,273.5,505,2
Gram,2017,Rabi,Meghalaya,1.08,474.15,-0.475,Neutral,Weak,Low,3.0,0.859,0.3188,236.6773,237.47,505,2
Gram,2018,Rabi,Meghalaya,1.08,280.33,0.1,La Nina,Weak,Low,3.0,0.859,0.3188,236.6773,43.65,505,2
Gram,2019,Rabi,Meghalaya,1.082,484.219999999999,0.775,El Nino,Moderate,Low,3.0,0.859,0.3188,236.6773,247.54,505,2
Jute,1997,Kharif,Meghalaya,8.436666667,2173.75,1.82,El Nino,Strong,High,1.0,8.1073,4.3712,1435.0538,738.7,181,1
Jute,1998,Kharif,Meghalaya,7.553333333,2418.12,-0.94,La Nina,Moderate,High,1.0,8.1073,4.3712,1435.0538,983.07,181,1
Jute,1999,Kharif,Meghalaya,6.76,2219.8,-1.14,La Nina,Strong,High,1.0,8.1073,4.3712,1435.0538,784.75,181,1
Jute,2000,Kharif,Meghalaya,7.133333333,1906.51,-0.56,La Nina,Moderate,High,1.0,8.1073,4.3712,1435.0538,471.46,181,1
Jute,2001,Kharif,Meghalaya,6.236666667,1862.79,-0.16,Neutral,Weak,High,1.0,8.1073,4.3712,1435.0538,427.74,181,1
Jute,2002,Kharif,Meghalaya,7.073333333,2245.21,0.92,El Nino,Moderate,High,1.0,8.1073,4.3712,1435.0538,810.16,181,1
Jute,2003,Kharif,Meghalaya,7.026666667,2052.62,0.1399999999999999,Neutral,Weak,High,1.0,8.1073,4.3712,1435.0538,617.57,181,1
Jute,2004,Kharif,Meghalaya,4.8,2311.42,0.5599999999999999,El Nino,Moderate,High,1.0,8.1073,4.3712,1435.0538,876.37,181,1
Jute,2005,Kharif,Meghalaya,7.11,1617.31,-0.1,Neutral,Weak,High,2.0,8.1073,4.3712,1435.0538,182.26,181,1
Jute,2006,Rabi,Meghalaya,7.056666667,265.76,0.0249999999999999,La Nina,Weak,Low,2.0,8.1073,4.3712,1435.0538,-1169.29,181,2
Jute,2007,Kharif,Meghalaya,6.446666667,2512.74,-0.86,La Nina,Moderate,High,2.0,8.1073,4.3712,1435.0538,1077.69,181,1
Jute,2008,Kharif,Meghalaya,6.31,2116.69,-0.36,Neutral,Weak,High,2.0,8.1073,4.3712,1435.0538,681.64,181,1
Jute,2009,Kharif,Meghalaya,6.803333333,2058.21,0.62,El Nino,Moderate,High,2.0,8.1073,4.3712,1435.0538,623.16,181,1
Jute,2010,Kharif,Meghalaya,6.72,1966.76,-1.24,La Nina,Strong,High,2.0,8.1073,4.3712,1435.0538,531.71,181,1
Jute,2011,Kharif,Meghalaya,6.87,1899.15999999999,-0.64,La Nina,Moderate,High,2.0,8.1073,4.3712,1435.0538,464.11,181,1
Jute,2012,Kharif,Meghalaya,8.833333333,2261.78,0.3,Neutral,Weak,High,2.0,8.1073,4.3712,1435.0538,826.73,181,1
Jute,2013,Kharif,Meghalaya,9.706,1544.19,-0.26,Neutral,Weak,High,2.0,8.1073,4.3712,1435.0538,109.14,181,1
Jute,2014,Kharif,Meghalaya,9.78,2167.88,0.24,Neutral,Weak,High,2.0,8.1073,4.3712,1435.0538,732.83,181,1
Jute,2015,Kharif,Meghalaya,9.91,2671.57,1.9,El Nino,Strong,High,3.0,8.1073,4.3712,1435.0538,1236.52,181,1
Jute,2016,Kharif,Meghalaya,9.924,1822.11,-0.4,La Nina,Weak,High,3.0,8.1073,4.3712,1435.0538,387.06,181,1
Jute,2017,Kharif,Meghalaya,9.934,2424.46,-0.08,Neutral,Weak,High,3.0,8.1073,4.3712,1435.0538,989.41,181,1
Jute,2018,Kharif,Meghalaya,9.938,1522.23,0.36,Neutral,Weak,High,3.0,8.1073,4.3712,1435.0538,87.18,181,1
Jute,2019,Kharif,Meghalaya,9.946,1922.51,0.32,Neutral,Weak,High,3.0,8.1073,4.3712,1435.0538,487.46,181,1
Linseed,1997,Kharif,Meghalaya,0.44,2173.75,1.82,El Nino,Strong,High,1.0,0.4752,0.2189,268.5591,1905.19,306,1
Linseed,1998,Kharif,Meghalaya,0.45,2418.12,-0.94,La Nina,Moderate,High,1.0,0.4752,0.2189,268.5591,2149.56,306,1
Linseed,2000,Rabi,Meghalaya,0.44,401.289999999999,-1.125,La Nina,Strong,Low,1.0,0.4752,0.2189,268.5591,132.73,306,2
Linseed,2004,Rabi,Meghalaya,0.47,587.97,0.5249999999999999,Neutral,Moderate,Low,1.0,0.4752,0.2189,268.5591,319.41,306,2
Linseed,2005,Rabi,Meghalaya,0.47,349.469999999999,-0.05,El Nino,Weak,Low,2.0,0.4752,0.2189,268.5591,80.91,306,2
Linseed,2006,Rabi,Meghalaya,0.48,265.76,0.0249999999999999,La Nina,Weak,Low,2.0,0.4752,0.2189,268.5591,-2.8,306,2
Linseed,2007,Rabi,Meghalaya,0.48,586.53,-0.55,La Nina,Moderate,Low,2.0,0.4752,0.2189,268.5591,317.97,306,2
Linseed,2008,Rabi,Meghalaya,0.48,342.02,-1.1,La Nina,Strong,Low,2.0,0.4752,0.2189,268.5591,73.46,306,2
Linseed,2009,Rabi,Meghalaya,0.47,421.68,0.35,La Nina,Weak,Low,2.0,0.4752,0.2189,268.5591,153.12,306,2
Linseed,2010,Rabi,Meghalaya,0.48,542.25,-0.1,El Nino,Weak,Low,2.0,0.4752,0.2189,268.5591,273.69,306,2
Linseed,2011,Rabi,Meghalaya,0.48,160.46,-1.05,La Nina,Strong,Low,2.0,0.4752,0.2189,268.5591,-108.1,306,2
Linseed,2012,Rabi,Meghalaya,0.52,237.85,-0.325,La Nina,Weak,Low,2.0,0.4752,0.2189,268.5591,-30.71,306,2
Linseed,2013,Rabi,Meghalaya,0.54,254.91,-0.225,Neutral,Weak,Low,2.0,0.4752,0.2189,268.5591,-13.65,306,2
Linseed,2014,Rabi,Meghalaya,0.55,205.59,0.225,Neutral,Weak,Low,2.0,0.4752,0.2189,268.5591,-62.97,306,2
Linseed,2015,Rabi,Meghalaya,0.6,337.51,1.6749999999999998,El Nino,Strong,Low,3.0,0.4752,0.2189,268.5591,68.95,306,2
Linseed,2016,Rabi,Meghalaya,0.6,510.18,0.95,El Nino,Moderate,Low,3.0,0.4752,0.2189,268.5591,241.62,306,2
Linseed,2017,Rabi,Meghalaya,0.605,474.15,-0.475,Neutral,Weak,Low,3.0,0.4752,0.2189,268.5591,205.59,306,2
Linseed,2018,Rabi,Meghalaya,0.605,280.33,0.1,La Nina,Weak,Low,3.0,0.4752,0.2189,268.5591,11.77,306,2
Linseed,2019,Rabi,Meghalaya,0.61,484.219999999999,0.775,El Nino,Moderate,Low,3.0,0.4752,0.2189,268.5591,215.66,306,2
Maize,1997,Kharif,Meghalaya,1.444285714,2173.75,1.82,El Nino,Strong,High,1.0,2.3128,1.3269,727.7237,1446.03,977,1
Maize,1998,Kharif,Meghalaya,1.457142857,2418.12,-0.94,La Nina,Moderate,High,1.0,2.3128,1.3269,727.7237,1690.4,977,1
Maize,1999,Kharif,Meghalaya,1.448571429,2219.8,-1.14,La Nina,Strong,High,1.0,2.3128,1.3269,727.7237,1492.08,977,1
Maize,2000,Kharif,Meghalaya,1.437142857,1906.51,-0.56,La Nina,Moderate,High,1.0,2.3128,1.3269,727.7237,1178.79,977,1
Maize,2001,Kharif,Meghalaya,1.471428571,1862.79,-0.16,Neutral,Weak,High,1.0,2.3128,1.3269,727.7237,1135.07,977,1
Maize,2002,Kharif,Meghalaya,1.527142857,2245.21,0.92,El Nino,Moderate,High,1.0,2.3128,1.3269,727.7237,1517.49,977,1
Maize,2003,Kharif,Meghalaya,1.528571429,2052.62,0.1399999999999999,Neutral,Weak,High,1.0,2.3128,1.3269,727.7237,1324.9,977,1
Maize,2004,Kharif,Meghalaya,1.465714286,2311.42,0.5599999999999999,El Nino,Moderate,High,1.0,2.3128,1.3269,727.7237,1583.7,977,1
Maize,2005,Kharif,Meghalaya,1.481428571,1617.31,-0.1,Neutral,Weak,High,2.0,2.3128,1.3269,727.7237,889.59,977,1
Maize,2006,Kharif,Meghalaya,1.541428571,1439.52,0.3399999999999999,Neutral,Weak,High,2.0,2.3128,1.3269,727.7237,711.8,977,1
Maize,2007,Kharif,Meghalaya,1.504285714,2512.74,-0.86,La Nina,Moderate,High,2.0,2.3128,1.3269,727.7237,1785.02,977,1
Maize,2008,Kharif,Meghalaya,1.545714286,2116.69,-0.36,Neutral,Weak,High,2.0,2.3128,1.3269,727.7237,1388.97,977,1
Maize,2009,Kharif,Meghalaya,1.574285714,2058.21,0.62,El Nino,Moderate,High,2.0,2.3128,1.3269,727.7237,1330.49,977,1
Maize,2010,Kharif,Meghalaya,1.561428571,1966.76,-1.24,La Nina,Strong,High,2.0,2.3128,1.3269,727.7237,1239.04,977,1
Maize,2011,Kharif,Meghalaya,1.58,1899.15999999999,-0.64,La Nina,Moderate,High,2.0,2.3128,1.3269,727.7237,1171.44,977,1
Maize,2015,Kharif,Meghalaya,2.24,2671.57,1.9,El Nino,Strong,High,3.0,2.3128,1.3269,727.7237,1943.85,977,1
Maize,2016,Kharif,Meghalaya,2.245454545,1822.11,-0.4,La Nina,Weak,High,3.0,2.3128,1.3269,727.7237,1094.39,977,1
Maize,2017,Kharif,Meghalaya,2.246363636,2424.46,-0.08,Neutral,Weak,High,3.0,2.3128,1.3269,727.7237,1696.74,977,1
Maize,2018,Kharif,Meghalaya,2.246363636,1522.23,0.36,Neutral,Weak,High,3.0,2.3128,1.3269,727.7237,794.51,977,1
Maize,2019,Kharif,Meghalaya,2.254545455,1922.51,0.32,Neutral,Weak,High,3.0,2.3128,1.3269,727.7237,1194.79,977,1
Masoor,2009,Rabi,Meghalaya,0.73,421.68,0.35,La Nina,Weak,Low,2.0,0.7053,0.2218,246.3912,175.29,347,2
Masoor,2010,Rabi,Meghalaya,0.7625,542.25,-0.1,El Nino,Weak,Low,2.0,0.7053,0.2218,246.3912,295.86,347,2
Masoor,2011,Rabi,Meghalaya,0.7875,160.46,-1.05,La Nina,Strong,Low,2.0,0.7053,0.2218,246.3912,-85.93,347,2
Masoor,2013,Rabi,Meghalaya,1.37,254.91,-0.225,Neutral,Weak,Low,2.0,0.7053,0.2218,246.3912,8.52,347,2
Masoor,2014,Rabi,Meghalaya,1.3916,205.59,0.225,Neutral,Weak,Low,2.0,0.7053,0.2218,246.3912,-40.8,347,2
Masoor,2015,Rabi,Meghalaya,1.3916,337.51,1.6749999999999998,El Nino,Strong,Low,3.0,0.7053,0.2218,246.3912,91.12,347,2
Masoor,2016,Rabi,Meghalaya,1.318571429,510.18,0.95,El Nino,Moderate,Low,3.0,0.7053,0.2218,246.3912,263.79,347,2
Masoor,2017,Rabi,Meghalaya,1.321428571,474.15,-0.475,Neutral,Weak,Low,3.0,0.7053,0.2218,246.3912,227.76,347,2
Masoor,2018,Rabi,Meghalaya,1.321428571,280.33,0.1,La Nina,Weak,Low,3.0,0.7053,0.2218,246.3912,33.94,347,2
Masoor,2019,Rabi,Meghalaya,1.322857143,484.219999999999,0.775,El Nino,Moderate,Low,3.0,0.7053,0.2218,246.3912,237.83,347,2
Mesta,1997,Kharif,Meghalaya,4.68,2173.75,1.82,El Nino,Strong,High,1.0,5.8044,3.1705,1293.122,880.63,191,1
Mesta,1998,Kharif,Meghalaya,4.58,2418.12,-0.94,La Nina,Moderate,High,1.0,5.8044,3.1705,1293.122,1125.0,191,1
Mesta,1999,Kharif,Meghalaya,4.556666667,2219.8,-1.14,La Nina,Strong,High,1.0,5.8044,3.1705,1293.122,926.68,191,1
Mesta,2000,Kharif,Meghalaya,4.606666667,1906.51,-0.56,La Nina,Moderate,High,1.0,5.8044,3.1705,1293.122,613.39,191,1
Mesta,2001,Kharif,Meghalaya,4.96,1862.79,-0.16,Neutral,Weak,High,1.0,5.8044,3.1705,1293.122,569.67,191,1
Mesta,2002,Kharif,Meghalaya,4.706666667,2245.21,0.92,El Nino,Moderate,High,1.0,5.8044,3.1705,1293.122,952.09,191,1
Mesta,2003,Kharif,Meghalaya,4.573333333,2052.62,0.1399999999999999,Neutral,Weak,High,1.0,5.8044,3.1705,1293.122,759.5,191,1
Mesta,2004,Kharif,Meghalaya,4.543333333,2311.42,0.5599999999999999,El Nino,Moderate,High,1.0,5.8044,3.1705,1293.122,1018.3,191,1
Mesta,2005,Kharif,Meghalaya,4.563333333,1617.31,-0.1,Neutral,Weak,High,2.0,5.8044,3.1705,1293.122,324.19,191,1
Mesta,2006,Kharif,Meghalaya,4.566666667,1439.52,0.3399999999999999,Neutral,Weak,High,2.0,5.8044,3.1705,1293.122,146.4,191,1
Mesta,2007,Kharif,Meghalaya,4.596666667,2512.74,-0.86,La Nina,Moderate,High,2.0,5.8044,3.1705,1293.122,1219.62,191,1
Mesta,2008,Kharif,Meghalaya,4.563333333,2116.69,-0.36,Neutral,Weak,High,2.0,5.8044,3.1705,1293.122,823.57,191,1
Mesta,2009,Kharif,Meghalaya,4.506666667,2058.21,0.62,El Nino,Moderate,High,2.0,5.8044,3.1705,1293.122,765.09,191,1
Mesta,2010,Kharif,Meghalaya,4.5,1966.76,-1.24,La Nina,Strong,High,2.0,5.8044,3.1705,1293.122,673.64,191,1
Mesta,2011,Kharif,Meghalaya,4.54,1899.15999999999,-0.64,La Nina,Moderate,High,2.0,5.8044,3.1705,1293.122,606.04,191,1
Mesta,2012,Kharif,Meghalaya,6.01,2261.78,0.3,Neutral,Weak,High,2.0,5.8044,3.1705,1293.122,968.66,191,1
Mesta,2013,Kharif,Meghalaya,6.042,1544.19,-0.26,Neutral,Weak,High,2.0,5.8044,3.1705,1293.122,251.07,191,1
Mesta,2014,Kharif,Meghalaya,6.07,2167.88,0.24,Neutral,Weak,High,2.0,5.8044,3.1705,1293.122,874.76,191,1
Mesta,2015,Kharif,Meghalaya,6.104,2671.57,1.9,El Nino,Strong,High,3.0,5.8044,3.1705,1293.122,1378.45,191,1
Mesta,2016,Kharif,Meghalaya,6.296,1822.11,-0.4,La Nina,Weak,High,3.0,5.8044,3.1705,1293.122,528.99,191,1
Mesta,2017,Kharif,Meghalaya,6.3,2424.46,-0.08,Neutral,Weak,High,3.0,5.8044,3.1705,1293.122,1131.34,191,1
Mesta,2018,Kharif,Meghalaya,6.302,1522.23,0.36,Neutral,Weak,High,3.0,5.8044,3.1705,1293.122,229.11,191,1
Mesta,2019,Kharif,Meghalaya,6.312,1922.51,0.32,Neutral,Weak,High,3.0,5.8044,3.1705,1293.122,629.39,191,1
Onion,2014,Rabi,Meghalaya,8.006,205.59,0.225,Neutral,Weak,Low,2.0,10.4666,6.1993,328.7137,-123.12,263,2
Onion,2015,Rabi,Meghalaya,8.331,337.51,1.6749999999999998,El Nino,Strong,Low,3.0,10.4666,6.1993,328.7137,8.8,263,2
Onion,2016,Rabi,Meghalaya,8.427,510.18,0.95,El Nino,Moderate,Low,3.0,10.4666,6.1993,328.7137,181.47,263,2
Onion,2017,Rabi,Meghalaya,8.427,474.15,-0.475,Neutral,Weak,Low,3.0,10.4666,6.1993,328.7137,145.44,263,2
Onion,2018,Rabi,Meghalaya,8.429,280.33,0.1,La Nina,Weak,Low,3.0,10.4666,6.1993,328.7137,-48.38,263,2
Onion,2019,Rabi,Meghalaya,8.431,484.219999999999,0.775,El Nino,Moderate,Low,3.0,10.4666,6.1993,328.7137,155.51,263,2
Peas & beans,2009,Rabi,Meghalaya,1.202857143,421.68,0.35,La Nina,Weak,Low,2.0,1.3678,1.6591,421.0967,0.58,365,2
Peas & beans,2010,Rabi,Meghalaya,1.274285714,542.25,-0.1,El Nino,Weak,Low,2.0,1.3678,1.6591,421.0967,121.15,365,2
Peas & beans,2011,Rabi,Meghalaya,1.315714286,160.46,-1.05,La Nina,Strong,Low,2.0,1.3678,1.6591,421.0967,-260.64,365,2
Peas & beans,2012,Rabi,Meghalaya,1.868571429,237.85,-0.325,La Nina,Weak,Low,2.0,1.3678,1.6591,421.0967,-183.25,365,2
Peas & beans,2013,Rabi,Meghalaya,1.666363636,254.91,-0.225,Neutral,Weak,Low,2.0,1.3678,1.6591,421.0967,-166.19,365,2
Peas & beans,2014,Rabi,Meghalaya,1.743636364,205.59,0.225,Neutral,Weak,Low,2.0,1.3678,1.6591,421.0967,-215.51,365,2
Peas & beans,2015,Rabi,Meghalaya,1.810909091,337.51,1.6749999999999998,El Nino,Strong,Low,3.0,1.3678,1.6591,421.0967,-83.59,365,2
Peas & beans,2016,Rabi,Meghalaya,1.797272727,510.18,0.95,El Nino,Moderate,Low,3.0,1.3678,1.6591,421.0967,89.08,365,2
Peas & beans,2017,Rabi,Meghalaya,1.799090909,474.15,-0.475,Neutral,Weak,Low,3.0,1.3678,1.6591,421.0967,53.05,365,2
Peas & beans,2018,Rabi,Meghalaya,1.800909091,280.33,0.1,La Nina,Weak,Low,3.0,1.3678,1.6591,421.0967,-140.77,365,2
Peas & beans,2019,Rabi,Meghalaya,1.804545455,484.219999999999,0.775,El Nino,Moderate,Low,3.0,1.3678,1.6591,421.0967,63.12,365,2
Pineapple,1997,Kharif,Meghalaya,16.414859,2173.75,1.82,El Nino,Strong,High,1.0,16.8489,1.6214,1555.7197,618.03,168,1
Pineapple,1998,Kharif,Meghalaya,16.832481,2418.12,-0.94,La Nina,Moderate,High,1.0,16.8489,1.6214,1555.7197,862.4,168,1
Pineapple,1999,Kharif,Meghalaya,15.959813,2219.8,-1.14,La Nina,Strong,High,1.0,16.8489,1.6214,1555.7197,664.08,168,1
Pineapple,2000,Kharif,Meghalaya,16.937792,1906.51,-0.56,La Nina,Moderate,High,1.0,16.8489,1.6214,1555.7197,350.79,168,1
Pineapple,2001,Kharif,Meghalaya,14.465424,1862.79,-0.16,Neutral,Weak,High,1.0,16.8489,1.6214,1555.7197,307.07,168,1
Pineapple,2002,Kharif,Meghalaya,18.7811,2245.21,0.92,El Nino,Moderate,High,1.0,16.8489,1.6214,1555.7197,689.49,168,1
Pineapple,2003,Kharif,Meghalaya,15.667392,2052.62,0.1399999999999999,Neutral,Weak,High,1.0,16.8489,1.6214,1555.7197,496.9,168,1
Pineapple,2004,Kharif,Meghalaya,14.394692,2311.42,0.5599999999999999,El Nino,Moderate,High,1.0,16.8489,1.6214,1555.7197,755.7,168,1
Pineapple,2005,Kharif,Meghalaya,14.803145,1617.31,-0.1,Neutral,Weak,High,2.0,16.8489,1.6214,1555.7197,61.59,168,1
Pineapple,2006,Kharif,Meghalaya,16.031471,1439.52,0.3399999999999999,Neutral,Weak,High,2.0,16.8489,1.6214,1555.7197,-116.2,168,1
Pineapple,2007,Kharif,Meghalaya,18.465125,2512.74,-0.86,La Nina,Moderate,High,2.0,16.8489,1.6214,1555.7197,957.02,168,1
Pineapple,2008,Kharif,Meghalaya,13.948188,2116.69,-0.36,Neutral,Weak,High,2.0,16.8489,1.6214,1555.7197,560.97,168,1
Pineapple,2009,Kharif,Meghalaya,14.11641,2058.21,0.62,El Nino,Moderate,High,2.0,16.8489,1.6214,1555.7197,502.49,168,1
Pineapple,2010,Kharif,Meghalaya,17.577253,1966.76,-1.24,La Nina,Strong,High,2.0,16.8489,1.6214,1555.7197,411.04,168,1
Pineapple,2011,Kharif,Meghalaya,16.105306,1899.15999999999,-0.64,La Nina,Moderate,High,2.0,16.8489,1.6214,1555.7197,343.44,168,1
Pineapple,2012,Kharif,Meghalaya,14.645004,2261.78,0.3,Neutral,Weak,High,2.0,16.8489,1.6214,1555.7197,706.06,168,1
Pineapple,2013,Kharif,Meghalaya,12.952742,1544.19,-0.26,Neutral,Weak,High,2.0,16.8489,1.6214,1555.7197,-11.53,168,1
Pineapple,2014,Kharif,Meghalaya,17.850121,2167.88,0.24,Neutral,Weak,High,2.0,16.8489,1.6214,1555.7197,612.16,168,1
Pineapple,2015,Kharif,Meghalaya,16.5513,2671.57,1.9,El Nino,Strong,High,3.0,16.8489,1.6214,1555.7197,1115.85,168,1
Pineapple,2016,Kharif,Meghalaya,18.548869,1822.11,-0.4,La Nina,Weak,High,3.0,16.8489,1.6214,1555.7197,266.39,168,1
Pineapple,2017,Kharif,Meghalaya,18.673252,2424.46,-0.08,Neutral,Weak,High,3.0,16.8489,1.6214,1555.7197,868.74,168,1
Pineapple,2018,Kharif,Meghalaya,16.032697,1522.23,0.36,Neutral,Weak,High,3.0,16.8489,1.6214,1555.7197,-33.49,168,1
Pineapple,2019,Kharif,Meghalaya,15.70679,1922.51,0.32,Neutral,Weak,High,3.0,16.8489,1.6214,1555.7197,366.79,168,1
Pineapple,2020,Kharif,Meghalaya,19.182142,2049.449565217391,-0.6,La Nina,Moderate,Normal,3.0,16.8489,1.6214,1555.7197,493.73,168,1
Potato,2006,Rabi,Meghalaya,8.212857143,265.76,0.0249999999999999,La Nina,Weak,Low,2.0,10.9582,5.1539,479.5893,-213.83,352,2
Potato,2014,Rabi,Meghalaya,6.598181818,205.59,0.225,Neutral,Weak,Low,2.0,10.9582,5.1539,479.5893,-274.0,352,2
Potato,2014,Zaid,Meghalaya,8.149090909,427.01,0.1333333333333333,Neutral,Weak,Low,2.0,10.9582,5.1539,479.5893,-52.58,352,3
Potato,2015,Rabi,Meghalaya,6.711818182,337.51,1.6749999999999998,El Nino,Strong,Low,3.0,10.9582,5.1539,479.5893,-142.08,352,2
Potato,2015,Zaid,Meghalaya,8.179090909,761.16,0.8333333333333334,El Nino,Moderate,Normal,3.0,10.9582,5.1539,479.5893,281.57,352,3
Potato,2016,Rabi,Meghalaya,6.522727273,510.18,0.95,El Nino,Moderate,Low,3.0,10.9582,5.1539,479.5893,30.59,352,2
Potato,2016,Zaid,Meghalaya,8.252727273,983.61,1.0666666666666669,El Nino,Strong,Normal,3.0,10.9582,5.1539,479.5893,504.02,352,3
Potato,2017,Rabi,Meghalaya,6.526363636,474.15,-0.475,Neutral,Weak,Low,3.0,10.9582,5.1539,479.5893,-5.44,352,2
Potato,2017,Zaid,Meghalaya,8.254545455,936.24,0.3,Neutral,Weak,Normal,3.0,10.9582,5.1539,479.5893,456.65,352,3
Potato,2018,Rabi,Meghalaya,6.526363636,280.33,0.1,La Nina,Weak,Low,3.0,10.9582,5.1539,479.5893,-199.26,352,2
Potato,2018,Zaid,Meghalaya,8.255454545,681.95,-0.366666667,Neutral,Weak,Low,3.0,10.9582,5.1539,479.5893,202.36,352,3
Potato,2019,Rabi,Meghalaya,6.527272727,484.219999999999,0.775,El Nino,Moderate,Low,3.0,10.9582,5.1539,479.5893,4.63,352,2
Potato,2019,Zaid,Meghalaya,8.257272727,668.839999999999,0.7333333333333334,El Nino,Moderate,Low,3.0,10.9582,5.1539,479.5893,189.25,352,3
Rapeseed &Mustard,1997,Rabi,Meghalaya,0.608571429,242.37,0.975,El Nino,Moderate,Low,1.0,0.7963,0.4325,314.0827,-71.71,544,2
Rapeseed &Mustard,1998,Rabi,Meghalaya,0.635714286,336.93,0.25,El Nino,Weak,Low,1.0,0.7963,0.4325,314.0827,22.85,544,2
Rapeseed &Mustard,1999,Rabi,Meghalaya,0.654285714,367.26,-1.5,La Nina,Strong,Low,1.0,0.7963,0.4325,314.0827,53.18,544,2
Rapeseed &Mustard,2000,Rabi,Meghalaya,0.664285714,401.289999999999,-1.125,La Nina,Strong,Low,1.0,0.7963,0.4325,314.0827,87.21,544,2
